ship-city,Amount
North Delhi,1583.0
puttur,1583.0
DIDWANA,1582.0
Manja Fish Market,1582.0
FORTKOCHI,1577.0
"Kalyan, Thane",1576.0
MAWLAI,1576.0
RAYMOND CHHINDWARA,1575.0
NUMALIGARH REFINERY TOWNSHIP,1575.0
Gumla,1575.0
PICHHORE SHIVPURI DISTRICT,1574.0
SOMANDEPALLE,1573.0
TAMBARAM,1572.0
CHANNARAYAPATNA,1571.76
KALYAN(W),1571.0
TAORU,1571.0
Pantnagar,1571.0
nagpur,1571.0
Bongaigaon,1570.0
mangalam,1570.0
"Atmakur(man),nellore(dist).",1570.0
BIRPARA TEA GARDEN,1569.0
MAIHAR,1567.0
GIDDALURU,1563.0
KARIAPATTI,1563.0
Vasai Virar,1562.0
Cheppad,1562.0
ABOHAR,1562.0
EDATHIRUTHY,1562.0
Mayurbhanj,1560.0
VIRAR (w),1560.0
GAKULPUR,1560.0
VASAI East,1559.95
Dhamnod Dhar District,1559.0
DAKSHIN RAJYADHARPUR,1558.8600000000001
Colvale,1558.0
KALIABOR,1556.0
Nandikotkur KURNOOL,1556.0
NANMANDA,1554.38
BHAINSA,1554.0
"Andheri East, Mumbai",1554.0
"Balkum, Thane",1554.0
DOMBIVLI WEST,1553.0
kunnamangalam,1552.1399999999999
Samrala,1552.0
FARRUKHNAGAR,1552.0
Pandalam,1552.0
SHIKARPUR,1550.1399999999999
MAHESHWAR,1550.0
DEODAR,1550.0
Karimanagar,1549.0
KOTLA NIHANG,1549.0
Balasore,1549.0
NAWALGARH,1549.0
Falakata,1547.0
Chembur Mumbai,1547.0
ZIRAKPUR Punjab Mohali,1547.0
NAKREKAL,1546.33
Kottayam District,1546.0
GAURA KALA,1546.0
LAKHIPUR CACHAR DISTRICT,1544.0
PUSHKAR,1543.0
"bajajnagar, aurangabad.",1542.0
"Nelamangala taluk ,BENGALURU",1542.0
"Kanjirappally, Kottayam",1542.0
"South Bopal, Ahmedabad",1542.0
METTUPALAYAM TIRUCHIRAPPALLI DISTRICT,1542.0
"Edapally, ernakulam",1542.0
NEW TEHRI,1542.0
Erayamkudy,1542.0
"New Panvel, Navi Mumbai, Raigad Dist.",1542.0
KOIDA,1542.0
MAGADI,1541.0
SULLURUPETA,1539.0
Jagatsinghpur,1539.0
CHITYALA,1539.0
Barnala,1539.0
PUZHATHI,1538.48
"Mulund (west), Mumbai",1537.0
MUNGELI,1536.0
UMARGA,1535.48
JUNAGARH,1535.0
REASI,1535.0
Chomu Jaipur,1534.5700000000002
MAYYANAD,1534.0
Morigaon,1534.0
WADA,1534.0
KAIPAMANGALAM,1534.0
TALIKOTA,1532.0
Baran,1532.0
BISHAMA KATAK,1531.0
"Chinnakalapet, Puducherry",1531.0
Maraimalainagar,1531.0
Ulhasnagar 3,1531.0
SUJANGARH,1529.0
Bidadi,1529.0
Sikar,1528.0
SENDHWA,1528.0
NAGOTHANA,1527.0
BALOD,1526.0
Mirza,1524.14
Namchi,1524.0
Ugar Khurd,1523.0
MAZBAT,1523.0
Lakhni,1523.0
NewBARRACKPUR,1523.0
BADARPUR RLY TOWN,1523.0
SENAPATI,1523.0
YEMMIGANUR,1523.0
DAUNDdaund,1523.0
"Danapur, Patna",1523.0
Holehonnuru,1523.0
"Vadamalpet (M), Chittoor (D.t)",1523.0
"Boduppal, Hyderabad - 92",1523.0
PATALGANGA MIDC,1523.0
Rangpo,1523.0
PALLADAM,1522.29
POTHIA,1522.0
KANHIRODE,1522.0
PUSAD MIDC,1521.0
NEW DELHIi,1520.0
Khordha,1518.0
SAMALKHA,1518.0
KRISHNA,1517.0
Suryapet,1516.2
"Mannarkkad , palakkad",1515.0
MAURANIPUR,1514.0
Lonavla,1513.0
vallapuzha palakkad,1513.0
MALAUT,1511.0
KANPUR NAGAR,1509.48
"Payyanur, Kannur",1508.5700000000002
Shikrapur,1508.0
PACHORA,1508.0
Shadnagar,1507.0
IRINGAL,1507.0
Digras,1506.0
BARUGHUTU,1506.0
terdal,1506.0
"Avanyapuram , Madurai",1506.0
Kuthuparamba,1506.0
KOTHAPETA,1505.29
Ambalamedu,1505.29
ASHRAFPUR KICHHAUCHHA,1505.29
AGATTI,1505.29
LANKA,1505.0
Bethuadahari,1505.0
"Kalaiyanur, coimbatore",1505.0
Ranikhet,1504.3600000000001
Bettiah,1504.0
ADDAKAL,1503.8600000000001
URMAR TANDA,1503.38
Balaghat,1502.76
AVINASHI,1502.0
MANGROL,1501.0
MAHRAJGANJ AZAMGARH DISTRICT,1501.0
Palwal,1501.0
"Duvva, Tanuku Mandalam,",1499.0
DAKSHINA KANNADA,1498.0
"PERUMCHERY  POST, THRISSUR",1497.0
Tirunelveli Town,1496.75
HIMATNAGAR,1496.0
LOHARDAGA,1496.0
Adimaly,1496.0
tadepalli,1495.24
Peddapalli District,1495.0
T KALLUPATTI,1495.0
MANGAON,1494.0
Ambedkar Nagar,1494.0
"Sargasan, Gandhinagar",1494.0
"ANDHERI WEST, MUMBAI",1493.0
Nigadi Pradhikaran Pune,1492.0
Guntakal,1491.0
"Thrippunithura , Kochi",1488.0
"SATTENAPALLI(md),guntur(dt)",1488.0
Ramachandrapuram,1488.0
UMARKOTE,1488.0
MULGUND,1488.0
BORIM,1487.0
BAIDYABATI,1487.0
PONMUNDAM,1486.0
ULAVAPADU,1486.0
Basirhat,1486.0
Coochbehar,1485.0
PANDALAM,1484.0
DELHI Cantt,1484.0
WADGAON,1483.93
"Vaduthala,Kochi",1483.0
ROSERA,1483.0
Kapurthala,1483.0
Sonada,1481.0
LAKHANPUR,1481.0
DUILLLYA,1481.0
KAMAN,1481.0
NERUL,1481.0
MANNAR,1481.0
Kalyan east,1480.0
Brahmapur,1480.0
SIRALKOPPA,1479.0
UNJHA,1479.0
Talegaon Dabhade,1478.0
BARODA,1477.0
"Naini, Allahabad",1477.0
Bantval,1477.0
Baithalangso,1477.0
Kankavli,1477.0
"ShahuNagar, Dharavi,Mumbai",1475.0
THENHIPPALAM,1474.0
"Tittakudi,Cuddalore",1473.0
Malkangiri,1473.0
"Powai, Mumbai",1473.0
SARMATHURA,1473.0
"Kadapara, Tiruvalla",1473.0
Kakkanadu.Ernakulam,1473.0
JALALABAD SHAHJAHANPUR DISTRICT,1473.0
MUMBAI-400001,1473.0
PERAVURANI,1471.0
"Tripunithura, Kochi",1470.0
Kumarakom,1470.0
Walajabad,1470.0
MACHHIWARA,1470.0
Dombivali e,1470.0
"PUTHALAM,Kanyakumari",1470.0
Munnar,1470.0
Kunnamangalam ( via) Calicut,1470.0
RIICO INDUSTRIAL AREA KHUSHKHERA,1470.0
Thrikkakara,1470.0
Kathua,1469.48
GALIAKOT,1469.0
MUMBAIMumbai,1469.0
KEEKAN,1467.0
"Magarpatta City, Pune",1467.0
Durg,1467.0
CHATRA,1467.0
"AZHIKODE ,kannur",1467.0
SHIROLI MIDC,1467.0
Ahmadabad,1465.0
BERI,1465.0
HASIMNAGAR,1464.48
ISAGARH,1462.0
Junnar,1461.0
Kayyur,1460.0
UPPINANGADY,1460.0
Marturu,1460.0
Anakapalle,1459.0
MUMBAI-400064,1459.0
RR Dist.,1457.0
BARUNI,1457.0
CHOPAN,1456.0
VENKATAPURA,1454.29
NEW DELHi,1454.0
New Thakurli,1453.0
KALWAN,1452.5700000000002
Goa,1452.5700000000002
Naya gaon,1452.5700000000002
SHERGHATI,1452.0
NAMBIYUR,1451.43
VANDAVASI,1450.0
Pappanamcode THIRUVANANTHAPURAM,1450.0
SHRIRANGAPATTANA,1449.48
kochi,1449.0
RAJENDRANAGAR,1449.0
ISMAILABAD,1447.0
Beawar,1447.0
MANIPAL,1447.0
Pallichal,1447.0
LUNGLEI,1447.0
"Kondapur, Hyderabad",1444.0
LIDO TOWN,1444.0
Bhachau,1443.0
Thiruverkadu,1443.0
DONA PAULA,1442.0
Obedullahganj,1442.0
PACHORE,1442.0
KIRAOLI,1442.0
Kurnool - Dist,1442.0
JUNNAR PUNE,1442.0
Baramati,1442.0
VADALI,1442.0
"Khumani Chowk,Bemina Budgam",1442.0
MEHANDIPUR,1442.0
Anugul,1442.0
NEW DELH,1442.0
DAKSHIN JHAPARDAHA,1441.0
Kalyan East,1440.0
BALRAMPUR,1439.24
GADAG,1438.0
"PALAYAMKOTTAI, TIRUNELVELI",1438.0
HUZUR,1437.0
"Harsul, Aurangabad 431001",1437.0
PONDYCHERRY,1437.0
Dharampuri,1436.2
ERNAKULAM DISTRICT,1436.0
PATRAN,1435.4299999999998
Dahisar East MUMBAI,1435.0
MUMBAI 400 020,1435.0
KAMAKSHYANAGAR,1435.0
Bankura,1435.0
SOMVARPET,1434.0
PANRUTI,1434.0
ITAHAR,1433.0
EZHUDESAM,1433.0
GANGAPUR,1432.0
Adoor,1432.0
BABAI,1432.0
PAMPORA,1432.0
CHANDIGARH - 160023,1432.0
Jalandhar Cantt,1432.0
SHAHABAD HARDOI DISTRICT,1432.0
sankra,1432.0
"T.Dasarahalli, Bangalore",1432.0
SARBHOG,1432.0
Morena,1431.0
KAMALPUR,1431.0
CHINTALAPUDI,1430.0
Kamshet,1430.0
KOTAGIRI,1428.0
SHAKTINAGAR,1427.0
Punalur,1427.0
Triprayar,1426.0
Kirti Nagar,1426.0
Kharghar,1426.0
KARERA,1425.0
Tiptur,1425.0
SAUNDATTI YELLAMMA,1424.0
Shahapur,1424.0
"Mumbai, Bandra East",1423.0
Vallabh Vidyanagar,1421.0
ARCOT,1420.0
THURAYUR,1419.0
Tada,1419.0
Dombivli (west),1418.0
SHRIVARDHAN,1418.0
TAPAN,1418.0
"BUCHIREDDIPALEM, Nellore",1418.0
MOVVA,1417.0
Trombay,1416.0
HOMNABAD,1416.0
"Thirunagar, Madurai",1415.48
TADONG,1414.0
DHARAPURAM,1412.0
AGIRIPALLE,1412.0
AMTALA,1411.93
"RAJARHAT, KOLKATA",1411.29
PUNDRI,1411.0
SABANG,1410.0
DAUDNAGAR,1409.0
KARAMCHEDU,1409.0
PITHAPURAM,1408.0
MUMBAI -13,1407.0
Sargasan Village,1407.0
Wanjrwada,1407.0
BHAVANISAGAR,1406.0
Khedar,1406.0
LAKHIMPUR Kheri,1405.0
PARAVAI,1404.0
Calapor,1403.0
"Khammam ,nelakondapalli",1403.0
HASSAN (Amazon Arun),1403.0
Amb,1401.9
IDUKKI TOWNSHIP,1401.0
PETTAI,1401.0
"Sodepur, Kolkata",1401.0
Doddaballapur,1400.0
GUMIA,1400.0
Lakhimpur,1400.0
alwar,1399.0
BARAKAR,1399.0
THANE- 401107,1399.0
KALUAHI,1399.0
"Behind ganesh temple, civil line, chandrapur",1399.0
mangalwedha,1399.0
Kalpakkkam,1399.0
Mayang imphal,1399.0
Dhamtari,1399.0
MERTA CITY,1399.0
ANDAR,1399.0
MAHILPUR,1399.0
"VAYASANAGAR, JAJPUR ROAD",1399.0
Chettuva,1399.0
Selaqui Dehradun,1399.0
SAHATWAR,1399.0
Miran sahib  jammu,1399.0
"nani daman,daman",1399.0
Pathiyoor ALAPPUZHA DISTRICT,1399.0
BARI,1399.0
GAMPALAGUDEM,1398.0
Uttar Bagdogra,1398.0
JAUNPURJaunpur,1398.0
VADAKKEKAD,1398.0
Mysore District,1398.0
SHIRALA,1397.0
AKBARPUR NEAR KANPUR,1396.0
Bolpur,1396.0
"K R Puram, Bangalore",1396.0
"Sector 3, Salt lake , kolkata",1396.0
Dombivli (East),1392.0
Yamunanagar,1392.0
KELAMANGALAM,1392.0
LAHARPUR,1392.0
at and post nabipur .. dist bharuch,1391.1200000000001
CHEBROLU,1391.0
Raidighi,1390.48
TATTILLI,1390.0
patancheru,1389.0
PARANDA,1388.0
BASUDEBPUR,1388.0
DIST-ROHTAS,1388.0
mohali,1387.0
Nabha,1386.0
Arambagh,1386.0
"Wagholi, Pune",1386.0
BADI,1386.0
Chamarajanagar,1386.0
thane west,1385.0
BALASORE,1385.0
Banka,1383.0
trivandrum,1383.0
HOOVINA HADAGALLI,1383.0
"Nizampet Village, Ranga Reddy District, Hyderabad",1382.0
Ramagundam,1382.0
"Pimpri, Pune",1381.0
DRAKSHARAMAM,1380.0
Dombivali (West) -421202,1380.0
Uppal,1380.0
Ambarnath East,1380.0
Dapoli Camp,1378.0
"Rajarhaat , Kolkata",1378.0
BASODA,1376.0
ATTILLI,1374.0
KODAVASAL,1374.0
MADHUBAN,1373.0
KANNAPURAM,1373.0
Ramanattukara,1372.0
NOIDA Extension,1372.0
IRAGAVARAM,1371.0
NAGOJANAHALLI,1371.0
Sonbhadra,1371.0
"Tehsil - Sikandrabad, District - Bulandshahr",1371.0
PRATTIPADU,1370.57
PRATAPGARH,1370.0
HALOL,1370.0
CHINSURAH,1370.0
JAGGAIAHPET,1369.0
SAMRALA,1369.0
RANCHi,1368.0
South 24 Parganas,1367.0
Chengelpattu,1367.0
Ranipet,1367.0
Gokak,1366.0
KOVVUR,1365.0
SHRIGONDA,1363.0
KAUSANI,1362.0
JOURIAN,1361.0
"Bhubaneswar,",1359.82
Mumbai Maharashtra,1359.82
SHAHPUR BURHANPUR DISTRICT,1359.0
MALAPPURAM DISTRICT,1358.0
SURATGARH,1357.0
RAMGARH,1356.0
FATEHPUR BARA BANKI DISTRICT,1356.0
MANDAWA,1356.0
Cherukunnu,1355.1399999999999
"Wagholi, PUNE",1355.0
pamidi,1355.0
NEW DELHI-110033,1355.0
DERA BASSI,1355.0
BIRAMITRAPUR,1354.0
Kalamjote,1354.0
KAPRAIN,1354.0
CHENNAI thiruvallur district,1353.0
BHINGA,1352.0
WEST GODAVARI,1351.0
RAMTEK,1350.4299999999998
LADNUN,1350.0
"Panchgaon, manesar, Gurgaon",1349.0
Orai,1349.0
Adityapur/ Jamshedpur,1349.0
siruguppa,1349.0
DEOLA,1349.0
oodlabari,1349.0
BARARA,1349.0
Shivmogga,1349.0
SARAIRANJAN,1349.0
champawat,1349.0
LANJA,1349.0
KOREGAON,1349.0
Eloor,1348.0
SOJAT,1345.0
BHALKI,1345.0
MANDAMARRI,1344.0
MARANCHERI,1343.24
GAJAPATHINAGARAM,1343.0
Manantheri,1341.0
PULIANKUDI,1341.0
NIWARI,1340.0
IDUKKI,1340.0
CHITTOOR district,1339.0
Bhiwadi,1339.0
THIRUPARANKUNDRAM,1338.0
Derabassi,1338.0
LALA,1338.0
PANCHPARA,1338.0
Post-BOKARO THERMAL Dist- Bokaro,1338.0
Mokama,1338.0
BODH GAYA,1338.0
KUTHIATHODE,1338.0
COIMB,1338.0
Sangrampur,1338.0
PUNE 411004,1338.0
ghodegaon,1338.0
"Post office-harrawala, DEHRADUN",1338.0
Kamand,1336.0
"Daudhar, Moga",1335.0
PENUGONDA,1334.0
IGLAS,1333.28
Kollumangudi,1333.0
CHENNAI kancheepuram,1333.0
"Bodakdev, Ahmedabad",1332.0
Uran,1332.0
Champawat,1332.0
Nallasopra East mumbi,1331.0
PARASI,1331.0
Kharsang,1331.0
Dhaliyur,1331.0
SIVAGIRI virdhunagar DISTRICT,1330.0
UDALGURI,1329.0
PANISAGAR,1329.0
Tadong,1327.0
RAMPACHODAVARAM.EAST GODAVARI DIST,1327.0
VOLETIVARIPALEM,1327.0
RENUKA,1326.67
HARUR,1326.0
Barpeta,1325.0
Burhar,1324.0
Bardoli,1324.0
Balodabazar,1324.0
Kaniha,1323.0
GUDIPALA,1323.0
nirmal,1322.0
ADAPUR,1320.0
HSIIDC INDUSTRIAL ESTATE PANIPAT,1319.0
PANCHGANI,1319.0
PIMPLE GURAV,1319.0
Dombivilli East,1318.0
BAROTIWALA INDUSTRIAL AREA,1318.0
KOILWAR,1316.0
"Kahalgaon, Bhagalpur",1315.0
Badsar,1315.0
Tapovan Laxman jhula Rishikesh,1315.0
"Kavalam, Alappuzha",1314.28
Gudalur,1313.0
Shirwal,1312.0
rameswaram,1311.0
ANANDNAGAR,1310.48
AMBALA CITY,1310.0
CHENGAM,1309.0
KHAIRAGARH,1309.0
Pandharpur,1309.0
CHIRMIRI,1309.0
UKAI,1308.0
TIKAMGARH,1308.0
ADINAD,1306.0
Ganavaram,1306.0
Bhadarva,1306.0
GUNTUR district,1305.0
HOSPET,1305.0
sikar,1305.0
Shahabad hardoi,1304.76
VARAMBALLI,1304.0
NARSIMHAPUR,1304.0
SEOHARA,1303.0
ARALVAIMOZHI,1303.0
AMBATTUR,1303.0
Lunglei,1301.0
chennai 126,1301.0
chigur,1301.0
Chittranjan park new delhi,1301.0
Jind,1299.0
Pune51,1299.0
sankeshwar,1299.0
Balussery,1299.0
Sonai Town,1299.0
jalandhar,1299.0
"Jammu, Vijaypur",1299.0
NJARACKAL P.O,1299.0
Longding-district . Arunachal pradesh,1299.0
Silvasa,1299.0
Kolar,1299.0
BHABHAR,1298.2
RECKONG PEO,1298.0
CHIKNAYAKANHALLI,1295.0
NAMCHI BAZAAR,1295.0
KULASEKARAM,1294.0
Mansarovar (Ksmothe),1293.0
PAUNI,1293.0
Gadag Betigeri,1293.0
DAHEJ SIR,1289.0
VIJAINAGAR AJMER DISTRICT,1289.0
JHINJHAK,1288.0
"Edachira,kakkanad",1287.5
Sikar rode JAIPUR,1287.5
Ratnagiri,1287.0
"Madanapalle, Chittoor District",1287.0
Sarisha,1287.0
DARJEELINGd,1287.0
South east delhi,1286.0
ANKLAV,1286.0
DATAGANJ,1285.72
RIICO INDUSTRIAL AREA KANT KALWAR,1285.0
Sirhind,1285.0
Kedgaon,1284.0
BHABUA,1284.0
MAGAM,1284.0
ANANTHAPUR,1284.0
GIDA GORAKHPUR,1284.0
LIMKHEDA,1283.92
KAILASAHAR,1283.1399999999999
"HANUR, kollegal tq, Chamarajanagar district",1282.0
NEW DELHI.53,1281.0
Rangaareddy,1281.0
Rohini Sector 8,1281.0
Yerraguntla,1281.0
Afzalgarh,1281.0
NAWAGARH JANJGIR,1281.0
Nabadwip,1280.0
KUNNUMMAL,1280.0
Bengaluru.,1279.0
Marcela,1278.0
"Hyderabad,",1278.0
ANTHIYUR,1278.0
Yacharam,1276.0
MAUDA,1275.0
Karunagapally,1275.0
RAJAPALAYAM,1275.0
TELENI PARA,1271.0
"CALANGUTE, BARDEZ",1271.0
SARAI LAHUR,1270.0
ILKAL,1270.0
KHILCHIPUR,1270.0
PURULIA,1270.0
BARWAHA,1270.0
Shamshabad,1270.0
RAMANATTUKARA,1269.0
KALYAN w dist thane,1268.0
Hauz Khas,1268.0
Kalamboli,1268.0
THONGKHONG LAXMI BAZAR,1268.0
KAPILESWARAPURAM,1264.0
NJRACKEL,1262.0
Hari Nagar,1262.0
METTUPALAYAM,1262.0
"Ulwe,NAVI MUMBAI",1262.0
"Piprali, sikar",1260.0
PULWAMA,1259.0
Curchorem,1259.0
Chhibramau,1259.0
rayabhupalapatnam,1258.0
"Pimple Saudagar, Pune",1258.0
SANTIPUR,1258.0
NARHARPUR,1258.0
BANUR,1257.0
"ALIGANG, LUCKNOW",1257.0
KAGAZNAGAR,1256.0
Kaithal,1255.0
"Poyenge, Panvel, New Mumbai",1254.0
Ballabgarh,1253.0
"Holealur, District: Gadag",1253.0
BADGAM,1253.0
ARANI,1253.0
HOWLI,1252.0
MUNIRABAD PROJECT AREA,1252.0
"kattanam  , allepy",1252.0
EDAVANAKAD,1252.0
Greater FARIDABAD,1252.0
Mehsana,1251.0
Panoor,1250.0
DERA GOPIPUR,1250.0
LADNU,1249.0
"Behala, KOLKATA",1248.29
DABRA,1248.0
Sagar,1248.0
KISHANGARH AJMER DISTRICT,1247.0
"Mahim (West), MUMBAI",1247.0
"CHHIBRAMAU,Kannauj",1247.0
"Nigdi, Pune",1247.0
Bokaro Steel City,1246.0
NAHARKATIYA,1246.0
NAGOTHANE,1245.0
ORDNANCE FACTORY ITARSI TOWNSHIP,1245.0
SUMERPUR,1245.0
KODURU,1245.0
Teh. Dharamshala,1245.0
NATCHIARKOIL,1242.9
madhyamgram,1242.0
Virudhunagar,1241.29
DANARA,1240.0
DEEG,1239.0
Valpoi,1238.0
"BERHAMPUR, Ganjam",1238.0
Thirvallur district,1238.0
MANDi,1238.0
KURUNDVAD,1238.0
Guruvayur,1238.0
kanhangad,1238.0
Nalagarh,1238.0
NAYA BARADWAR,1238.0
Thirupporur,1238.0
Chennai.600073.,1238.0
VIJAYPURA,1238.0
Vyara,1237.0
Harnaut,1235.0
YERRABALEM,1234.0
UDGIR,1233.48
Edappal,1233.0
KARUVANTHURUTHY,1232.0
KALAMNURI,1232.0
Vellimadukunnu,1231.95
"Pimpri chinchwad, pune",1231.0
Wadakkanchery,1230.0
Parsa,1230.0
DOMBIVALI EAST,1230.0
asansol,1229.0
Sahibzada Ajit Singh Nagar,1229.0
Urgadur. SHIVAMOGGA,1228.0
TIRUKKOYILUR,1228.0
BEGAMGANJ,1225.0
RAYAGADA,1224.0
JAMSHEDPURJamshedpur,1224.0
Nacharam,1224.0
"Hajipur, vaishali",1224.0
SEWARHI,1224.0
Warangal urban,1224.0
Cochi,1224.0
BUDHLADA,1223.48
KALYAN east,1223.0
SHOLAVANDAN,1223.0
"Nannilam, Tiruvarur",1222.0
vikarabad,1222.0
Subdega,1221.8600000000001
BONGAON,1221.0
"Khadki,pune",1221.0
VEERAKKALPUDUR,1220.0
VARANASIvaranasi,1220.0
MANER,1219.0
Thoubal,1219.0
SIDHAULI,1218.0
MALERKOTLA,1217.0
Naigaon East,1216.0
DEBAI,1215.0
Miyapur,1215.0
MUDDANUR,1215.0
GUBBI,1214.81
CHANGANASSERY,1214.1
Mumbra,1214.0
Halhali,1213.0
NAKKAPALLE,1213.0
BENGALUR,1212.0
GARABANDHA,1211.0
Bicholim,1209.0
SEETHANAGARAM,1206.0
"KALPETTA, WAYANAD",1206.0
BAKHTIARPUR,1206.0
PALLIKONDA,1204.0
MANDVI SURAT DISTRICT,1204.0
chovva,1204.0
varanasi,1204.0
KODUR,1204.0
ANUPURAM,1203.0
Dhaligaon,1202.0
SIRALI,1201.9
Gandhidham,1201.0
Beet bazar,1201.0
DUDHI,1200.0
Nayarambalam,1200.0
"West Godavari district, ELURU",1199.0
"Puduchatram, namakkal",1199.0
Hyderabad telangana,1199.0
"Liluah, Howrah",1199.0
School line,1199.0
"Rawet, Pune",1199.0
NAZIRPUR,1199.0
LATERI,1199.0
Cinna KOTTAKUPPAM,1199.0
LAURIYA,1199.0
Arki,1199.0
Halol,1199.0
Pithoragarh,1198.81
Madhoor,1198.0
Sheoraphuli,1198.0
"EVERSHINE CITY, VASAI (EAST)",1198.0
NARWANA,1198.0
Sirsa,1198.0
ZAMIN UTHUKULI,1198.0
"Sahar Road, Andheri-East, Mumbai",1197.0
"IGATPURI ,Nasik district",1196.0
MANANTHAVADY,1195.0
KARKALA taluk,1194.8600000000001
BANMANKHI BAZAR,1194.64
BACHRA,1194.0
tufanganj,1194.0
Satagalli 1st stage,1194.0
Andheri,1194.0
Solan,1194.0
Dombivali  east,1194.0
AZHIYUR,1194.0
Honda,1193.0
Aroor,1193.0
Boinchi,1192.0
ANANTAPALLI,1191.95
TIRUCHANUR,1190.0
Nileshwar,1189.0
"Mundhawa, PUNE",1187.0
LASKARPARA,1187.0
Puthur,1187.0
PODILI,1187.0
Penamaluru,1186.0
"Safidon, Ditt. Jind",1186.0
Koduvayur,1186.0
"Salbari, Siliguri",1186.0
SIKANDRABAD,1186.0
MAHAM,1186.0
MUNDLAMURU,1186.0
Ashiana nagar Patna,1186.0
Ernakulam District,1186.0
Navanagar Bagalkot,1186.0
MOUNT ABU,1186.0
rewari,1186.0
Mahroni,1186.0
HYD,1186.0
MANSA,1186.0
Panskura,1186.0
Seawood east navi Mumbai,1186.0
jolly grant,1186.0
"DEBIPUR, PANAGARH",1186.0
RANIKOR,1186.0
New Mumbai,1186.0
NEW DELHI -110067,1186.0
shamli,1186.0
Greater noida (W),1186.0
Ranipool,1186.0
Pura acchai phulpur  Allahabad,1186.0
"Puzhakkal P O, Thrissur",1186.0
THOTTADA (PO),1186.0
HYDERABADyderabad,1186.0
Merrut,1186.0
KABRAI,1186.0
Muthi,1186.0
THIKKANAMCODE,1183.0
TIRUCHENDUR,1183.0
Chittapur,1182.14
Nadia,1181.0
MAYYIL,1178.09
TALLADA,1177.1
KEWALPUR,1177.0
BIAORA,1177.0
Khanapur,1176.0
SG Highway Ahmedabad,1176.0
HEROOR,1176.0
CHELORA,1174.48
ALAMURU,1174.0
Jamugurihat,1173.0
Thalayolaparambu,1173.0
DAGSHAI,1173.0
bantval,1173.0
Niyotni,1173.0
THIRUNAGESWARAM,1171.0
ONDA,1170.8600000000001
Majorda,1170.0
"Pallikkunnu, kannur",1170.0
Rupnarayanpur,1170.0
KALWAKURTHY,1170.0
"Thrikkakara, Kakkanad",1168.0
"Hanamkonda ,WARANGAL",1168.0
"Dombivli,kalyan",1168.0
RANINAGAR II,1168.0
"Perumbakkam, Chennai",1168.0
"CHHAYA, PORBANDAR",1168.0
CHENNAI 64,1168.0
SINGAMPUNERI,1167.52
NIWAI INDUSTRIAL AREA,1167.0
SITARGANJ,1167.0
bhiwandi,1167.0
Raichur,1167.0
"Dombivli East, Dist: Thane",1167.0
Ghansoli gaon,1166.0
UTTAR KAMAKHYAGURI,1165.5700000000002
"Belgaum,",1165.5700000000002
KATNI,1165.0
AJAYGARH,1164.0
"Veraval, Dist- Gir Somnath",1163.0
Ambernath,1163.0
MULANTHURUTHY,1163.0
Andul,1163.0
BODELI,1163.0
BORAI,1163.0
RAJMAHAL,1163.0
Islampur,1163.0
"Krishnaraja nagara, Mysore",1163.0
Gurgoan,1163.0
"(Via Cuncolim)Quepem,South Goa",1163.0
ACHHNERA,1163.0
Salon,1163.0
Mudipu,1163.0
Khopoli-pali road.MH06,1163.0
Rangapara,1163.0
Bassi pathana,1163.0
AMANGAL,1163.0
"K.R.Puram  , MANUBOLU",1163.0
GHUGHULI,1163.0
GOLA BAZAR,1163.0
ARNIA,1163.0
Bandikui,1163.0
SULTANPUR Lodhi,1163.0
BARHAJ,1163.0
BAREILLY CANTT,1163.0
"Laxmi Nagar, Delhi",1163.0
"New Delhi, Delhi Cantt",1163.0
KAMAVARAPUKOTA,1159.0
Brahmavar,1158.0
BILANDAPUR,1158.0
VANIYANBADI,1158.0
YERRAGUNTLA,1158.0
HALWARA,1158.0
Fatehabad,1158.0
NEYYOOR,1157.0
Chamba,1157.0
KHERDI,1156.0
LONAND,1154.0
MORINDA,1153.8600000000001
Barmer,1153.0
FARRUKH NAGAR,1152.0
Goregaon mumbai,1152.0
LATHI,1152.0
MULLANPUR GARIB DASS,1151.0
KODAGU,1149.48
Muradnagar,1149.0
RATTI INDUSTRIAL AREA,1149.0
Nattakam,1149.0
JALANDHA,1149.0
"Tekkali, srikakulam",1149.0
Village challah p.o Gutkar,1149.0
PUKHRAYAN,1149.0
CHAKMANO,1149.0
SANGRUR  After 4:00 pm,1149.0
Dalkhola,1149.0
KOPARGAON,1149.0
UTHUKKOTTAI,1149.0
MAYUR VIHAR PHASE-1,1148.0
Eroor,1148.0
Greater noida west sec 2,1148.0
"KURNOOL, India",1148.0
SINDGI,1148.0
MUKTAINAGAR,1148.0
Ambala City,1148.0
WAI,1147.0
Pen,1147.0
Vatakara,1147.0
KOOTHAPPAR,1147.0
Thiruvanathapuram,1147.0
"GUWAHATI, KAMRUP (M)",1146.0
Kalyani,1146.0
INDIRAPURATM,1146.0
UTTARA KANNADA,1145.0
SAVARKUNDLA,1142.0
Lunawada,1142.0
DHAR,1142.0
NALLASOPARA (EAST),1140.4299999999998
LAHARIGHAT,1140.0
Bihar sharif,1140.0
"Velachery,CHENNAI-42.",1139.0
Udumalpet,1139.0
Khurda,1139.0
PAVAGADA,1138.67
Upper tadong,1138.0
SELSELLA,1138.0
MOVVA. Mandal,1137.0
renigunta,1137.0
Dombivli(west),1137.0
